	Steps	Time [s]	[A] Acceleration Y on Body-1 - 1 Node - Tip [m/s²]	[B] Acceleration Y on Body-1 - 1 Node - Tip [Filtered] [m/s²]	[C] Position Y on Body-1 - 1 Node-Tip [m]	[D] Kinetic Energy on Body-1-Flare-1 - 2 Bodies [J]	[E] Position Z on Body-1 - 1 Node-Tip [m]	[F] Position Y on Body-1 - 1 Node-Tail [m]	[G] Acceleration Z on Body-1 - 1 Node - Tip [m/s²]	[H] Acceleration Z on Body-1 - 1 Node - Tip [Filtered] [m/s²]	[I] Position Z on Body-1 - 1 Node-Tail [m]	
68	1	3.9548e-002	509.7	475.92	-1.2949	24028	-3.3445e-002	0.98733	372.44	18.125	2.3838e-002	
69	1	4.0078e-002	276.16	366.66	-1.3076	23686	-3.3093e-002	0.97468	-480.94	-40.821	2.4162e-002	
70	1	4.0612e-002	208.92	243.53	-1.3202	23295	-3.2838e-002	0.96205	-299.78	-98.153	2.4522e-002	
71	1	4.1147e-002	48.518	150.37	-1.3327	23197	-3.2686e-002	0.94945	-61.957	-132.02	2.4934e-002	
72	1	4.1678e-002	234.13	102.66	-1.3451	22980	-3.2436e-002	0.93698	281.2	-185.76	2.5296e-002	
73	1	4.2208e-002	-41.325	100.01	-1.3574	22739	-3.2156e-002	0.92461	114.26	-253.54	2.5617e-002	
74	1	4.2733e-002	170.24	135.61	-1.3696	22593	-3.1929e-002	0.91239	-1619.2	-226.32	2.5929e-002	
75	1	4.3257e-002	250.81	194.65	-1.3817	22031	-3.1873e-002	0.90031	333.63	-32.062	2.6307e-002	
76	1	4.3785e-002	62.252	255.52	-1.3937	21745	-3.1922e-002	0.88826	303.42	230.88	2.6699e-002	
77	1	4.4322e-002	597.83	291.99	-1.4058	21303	-3.2058e-002	0.87611	966.8	389.43	2.708e-002	
78	1	4.4865e-002	182.98	285.5	-1.418	21018	-3.2127e-002	0.86393	348.13	368.01	2.7351e-002	
79	1	4.5409e-002				20608						
80	1	4.5409e-002	339.06	245.47	-1.4301		-3.2093e-002	0.8518	398.51	237.61	2.7522e-002	
81	1	4.5954e-002	96.364	205.04	-1.4422	20283	-3.1965e-002	0.8398	-718.39	140.64	2.7601e-002	
82	1	4.6497e-002	149.09	196.49	-1.4541	20211	-3.1892e-002	0.8279	109.12	149.3	2.7684e-002	
83	1	4.7038e-002	188.08	230.76	-1.4659	19938	-3.1793e-002	0.81609	424.	180.6	2.7761e-002	
84	1	4.7579e-002	390.89	294.34	-1.4777	19870	-3.1608e-002	0.80431	1241.6	102.62	2.7796e-002	
85	1	4.812e-002	368.44	367.9	-1.4894	19710	-3.1288e-002	0.79259	-1164.4	-80.125	2.7771e-002	
86	1	4.8661e-002	226.13	437.41	-1.5012	19582	-3.1068e-002	0.78089	-413.89	-249.16	2.7813e-002	
87	1	4.9205e-002	799.13	482.51	-1.5128	19098	-3.0953e-002	0.76924	411.42	-342.26	2.7913e-002	
88	1	4.9748e-002	423.06	484.09	-1.5244	18725	-3.0887e-002	0.75772	-1042.9	-361.85	2.8014e-002	
89	1	5.0288e-002	391.41	449.35	-1.5357	18289	-3.1045e-002	0.74642	-21.259	-298.73	2.8177e-002	
90	1	5.0825e-002	369.56	400.32	-1.5468	17820	-3.1156e-002	0.73534	-452.26	-158.41	2.8301e-002	
91	1	5.1362e-002	468.76	349.35	-1.5578	17491	-3.1318e-002	0.72435	139.58	6.6048	2.844e-002	
92	1	5.1897e-002	158.19	303.7	-1.5686	17228	-3.1523e-002	0.71352	160.9	117.33	2.8563e-002	
93	1	5.2425e-002	300.36	270.06	-1.5793	16973	-3.176e-002	0.70288	567.61	113.22	2.8683e-002	
94	1	5.2949e-002	279.21	245.66	-1.5898	16645	-3.1891e-002	0.69244	-137.33	9.448	2.8748e-002	
95	1	5.3471e-002	136.23	219.7	-1.6001	16431	-3.2032e-002	0.68213	-692.99	-113.7	2.8815e-002	
96	1	5.3991e-002	400.53	183.48	-1.6104		-3.2246e-002	0.67188	181.65	-208.92	2.8899e-002	
97	1	5.3991e-002				16203						
98	1	5.4509e-002	72.149	144.33	-1.6205	16043	-3.2437e-002	0.66175	-248.41	-298.56	2.8949e-002	
99	1	5.5022e-002	87.696	132.91	-1.6305	15980	-3.2665e-002	0.65172	-361.93	-400.81	2.8995e-002	
100	1	5.5534e-002	63.543	181.69	-1.6405	15826	-3.2854e-002	0.64176	-528.69	-485.17	2.8989e-002	
101	1	5.6046e-002	280.84	294.23	-1.6504	15634	-3.3039e-002	0.63187	-486.95	-498.06	2.8959e-002	
102	1	5.6553e-002	486.13	440.27	-1.6602	15297	-3.3203e-002	0.62214	-781.85	-399.62	2.8893e-002	
103	1	5.7057e-002	492.56	572.31	-1.6697	14842	-3.3477e-002	0.61259	-428.27	-213.22	2.8846e-002	
104	1	5.7558e-002	854.4	642.7	-1.6791	14363	-3.3836e-002	0.60321	989.97	-36.415	2.8817e-002	
105	1	5.8061e-002	674.66	624.35	-1.6883	13875	-3.4085e-002	0.59399	-594.32	55.843	2.8706e-002	
106	1	5.8562e-002	570.72	533.27	-1.6974	13331	-3.4394e-002	0.58496	170.07	72.751	2.8584e-002	
107	1	5.9061e-002	279.18	422.96	-1.7062	12935	-3.459e-002	0.57612	298.49	45.543	2.8371e-002	
108	1	5.9561e-002	319.46	348.11	-1.715	12559	-3.4681e-002	0.56735	-143.5	1.1543	2.8089e-002	
109	1	6.0065e-002	265.32	333.9	-1.7238	12294	-3.4741e-002	0.55862	-231.51	-17.296	2.7764e-002	
110	1	6.0574e-002	394.74	372.	-1.7326	11995	-3.4809e-002	0.5499	4.1873	11.576	2.743e-002	
111	1	6.1085e-002	441.4	434.11	-1.7413	11717	-3.4862e-002	0.54124	194.23	56.721	2.7076e-002	
112	1	6.1597e-002	524.13	488.4	-1.7499	11364	-3.488e-002	0.5327	17.957	68.045	2.6673e-002	
113	1	6.2109e-002	519.71	510.67	-1.7584	11004	-3.4873e-002	0.52429	58.091	10.407	2.6191e-002	
114	1	6.2623e-002	622.49	491.8	-1.7667	10649	-3.4845e-002	0.516	217.08	-124.33	2.5683e-002	
115	1	6.3135e-002				10320						
116	1	6.3135e-002	248.1	441.31	-1.7749		-3.4765e-002	0.50792	-649.02	-301.	2.5168e-002	
117	1	6.3644e-002	621.74	380.05	-1.7829	9995.4	-3.4802e-002	0.50003	-437.95	-456.02	2.472e-002	
118	1	6.4151e-002	189.4	335.62	-1.7907	9763.6	-3.4936e-002	0.49231	-590.44	-548.3	2.4297e-002	
119	1	6.4658e-002	295.37	341.78	-1.7984	9593.7	-3.5206e-002	0.48463	-682.45	-579.09	2.3923e-002	
120	1	6.5164e-002	281.39	417.43	-1.8061	9334.7	-3.556e-002	0.47701	-344.78	-574.5	2.3578e-002	
121	1	6.5672e-002				9010.7						
122	1	6.5672e-002	409.68	536.4	-1.8137		-3.5699e-002	0.46949	-593.37	-556.74	2.3105e-002	
123	1	6.6182e-002	1034.9	628.93	-1.8211	8719.2	-3.5936e-002	0.46204	-319.55	-514.14	2.2629e-002	
124	1	6.6695e-002	649.23	635.31	-1.8285	8482.8	-3.6263e-002	0.4547	-942.47	-405.84	2.2149e-002	
125	1	6.7213e-002	577.97	560.87	-1.8358	8101.6	-3.6533e-002	0.44745	-199.52	-221.44	2.16e-002	
126	1	6.7735e-002	275.57	462.	-1.8429	7858.9	-3.6791e-002	0.44029	279.36	-23.395	2.0997e-002	
127	1	6.8259e-002	410.06	389.47	-1.85	7607.9	-3.701e-002	0.43321	208.89	108.12	2.0328e-002	
128	1	6.8783e-002	339.41	360.05	-1.857	7401.7	-3.7205e-002	0.42622	49.639	151.15	1.9599e-002	
129	1	6.9308e-002	373.19	366.74	-1.864	7195.5	-3.7392e-002	0.41934	122.86	133.32	1.8825e-002	
130	1	6.9834e-002	410.06	395.99	-1.8708	6989.7	-3.756e-002	0.41256	115.99	85.24	1.8006e-002	
131	1	7.0362e-002	416.45	434.76	-1.8775	6785.8	-3.7702e-002	0.40588	-71.085	25.596	1.7138e-002	
132	1	7.0893e-002	506.95	471.82	-1.8842	6566.5	-3.7854e-002	0.39928	12.62	-37.241	1.6228e-002	
133	1	7.1426e-002	500.81	499.23	-1.8907	6330.3	-3.8006e-002	0.39281	15.279	-100.22	1.528e-002	
134	1	7.1961e-002	543.29	515.55	-1.8971	6072.5	-3.8163e-002	0.38645	-362.75	-153.47	1.4318e-002	
135	1	7.2499e-002				5809.9						
136	1	7.2499e-002	507.58	527.11	-1.9034		-3.8311e-002	0.38023	-149.39	-187.22	1.3334e-002	
137	1	7.3038e-002	503.94	543.4	-1.9096	5554.2	-3.8489e-002	0.37416	236.1	-197.27	1.2342e-002	
138	1	7.3578e-002				5297.6						
139	1	7.3578e-002	584.24	568.78	-1.9156		-3.8719e-002	0.36823	-65.169	-133.81	1.1344e-002	
140	1	7.4118e-002	637.22	601.03	-1.9215	5073.	-3.899e-002	0.36233	-775.06	120.04	1.0399e-002	
141	1	7.466e-002	549.9	636.96	-1.9275	4837.4	-3.9309e-002	0.3564	-282.17	601.55	9.5464e-003	
142	1	7.521e-002	655.7	669.14	-1.9334	4601.	-3.9632e-002	0.35055	2492.1	1110.3	8.6679e-003	
143	1	7.5767e-002	652.27	674.85	-1.9392	4351.6	-3.9865e-002	0.34481	1755.2	1345.3	7.7293e-003	
144	1	7.6327e-002				4101.2						
145	1	7.6327e-002	657.81	615.96	-1.9449		-4.0063e-002	0.33925	1239.	1199.1	6.8013e-003	
146	1	7.6881e-002	738.39	460.26	-1.9503	3841.6	-4.0248e-002	0.33394	324.39	800.88	5.935e-003	
147	1	7.743e-002	726.35	236.57	-1.9554	3586.3	-4.0369e-002	0.32888	755.04	341.47	5.1193e-003	
148	1	7.7978e-002	-1243.1	59.863	-1.9603	3335.6	-4.0373e-002	0.32405	-753.69	-35.472	4.3297e-003	
149	1	7.8525e-002	546.11	24.292	-1.9652	3148.3	-4.0484e-002	0.31922	-65.704	-258.34	3.7051e-003	
150	1	7.9071e-002	146.26	103.62	-1.97	3053.3	-4.0581e-002	0.3145	-310.51	-336.97	3.1235e-003	
151	1	7.9614e-002	246.69	222.87	-1.9747	2974.9	-4.0756e-002	0.30983	-360.31	-324.21	2.6236e-003	
152	1	8.0154e-002	310.26	345.46	-1.9793	2842.9	-4.0903e-002	0.30526	-172.92	-267.34	2.1524e-003	
153	1	8.069e-002	371.89	456.1	-1.9837	2705.1	-4.0976e-002	0.30082	-56.036	-192.79	1.698e-003	
154	1	8.1222e-002	639.17	529.02	-1.988		-4.1002e-002	0.29654	-401.77	-102.72	1.2737e-003	
155	1	8.1222e-002				2564.3						
156	1	8.1752e-002	673.97	536.9	-1.9921		-4.1017e-002	0.29244	-25.637	-1.317	9.064e-004	
157	1	8.1752e-002				2391.5						
158	1	8.2279e-002	470.7	481.26	-1.996	2253.1	-4.0972e-002	0.28851	456.99	76.887	5.3783e-004	
159	1	8.2806e-002	309.91	400.12	-1.9998	2134.7	-4.0886e-002	0.28472	188.62	111.05	1.4428e-004	
160	1	8.3334e-002	278.78	337.61	-2.0035		-4.0818e-002	0.28102	-345.94	139.93	-2.4777e-004	
161	1	8.3334e-002				2066.5						
162	1	8.3864e-002	295.07	313.44	-2.0071	1972.5	-4.078e-002	0.27739	160.96	201.53	-6.486e-004	
163	1	8.4396e-002				1871.8						
164	1	8.4396e-002	375.84	321.39	-2.0106		-4.0761e-002	0.27385	432.56	256.68	-1.0737e-003	
165	1	8.4928e-002	320.28	346.71	-2.0141		-4.0727e-002	0.27042	202.03	216.68	-1.5046e-003	
166	1	8.4928e-002				1775.8						
167	1	8.546e-002	304.13	375.25	-2.0174	1695.	-4.072e-002	0.26708	126.83	9.0836	-1.9107e-003	
168	1	8.5993e-002	354.24	383.37	-2.0206	1606.8	-4.0718e-002	0.26385	-10.71	-388.86	-2.3281e-003	
169	1	8.6529e-002	536.67	333.74	-2.0238		-4.0748e-002	0.26072	-853.18	-916.21	-2.7556e-003	
170	1	8.6529e-002				1525.9						
171	1	8.7069e-002				1455.8						
172	1	8.7069e-002	340.85	205.16	-2.0269		-4.0681e-002	0.25767	-1987.7	-1427.7	-3.4366e-003	
173	1	8.7615e-002	430.68	44.767	-2.0299	1379.7	-4.0682e-002	0.25469	-1463.1	-1775.2	-4.1271e-003	
174	1	8.8166e-002	-1220.9	-32.242	-2.0328	1293.2	-4.0714e-002	0.25181	-2812.3	-1894.3	-4.8298e-003	
175	1	8.8721e-002	385.88	42.263	-2.0358	1210.4	-4.0901e-002	0.2488	-1156.3	-1835.7	-5.3512e-003	
176	1	8.928e-002	452.38	202.85	-2.0388	1130.2	-4.1086e-002	0.24587	-1626.4	-1720.	-5.8925e-003	
177	1	8.9843e-002	409.74	340.84	-2.0417		-4.1298e-002	0.24305	-1774.	-1634.5	-6.4413e-003	
178	1	8.9843e-002				1055.3						
179	1	9.0409e-002	407.43	415.58	-2.0444	983.51	-4.1497e-002	0.24036	-1447.4	-1598.7	-7.0011e-003	
180	1	9.0978e-002	404.97	445.12	-2.047	912.87	-4.1638e-002	0.2378	-1754.4	-1608.	-7.6094e-003	
181	1	9.1548e-002	391.91	456.29	-2.0495	846.82	-4.1748e-002	0.23539	-1605.9	-1661.3	-8.2603e-003	
182	1	9.2117e-002	500.92	461.16	-2.0519	775.05	-4.1903e-002	0.23303	-1672.6	-1760.8	-8.8253e-003	
183	1	9.2683e-002	468.25	458.35	-2.0542	707.35	-4.2073e-002	0.23076	-1875.9	-1899.2	-9.391e-003	
184	1	9.3246e-002	429.76	445.25	-2.0564	648.53	-4.2284e-002	0.22866	-2034.7	-2044.5	-9.9491e-003	
185	1	9.3811e-002	413.59	422.17	-2.0585	591.32	-4.2572e-002	0.22666	-2070.6	-2141.7	-1.0456e-002	
186	1	9.4376e-002	392.39	387.9	-2.0605	538.64	-4.2899e-002	0.22475	-2454.3	-2128.8	-1.0938e-002	
187	1	9.4942e-002	420.25	341.01	-2.0623		-4.3308e-002	0.22295	-2270.5	-1982.4	-1.1396e-002	
188	1	9.4942e-002				485.97						
189	1	9.5509e-002	172.65	286.37	-2.0641	451.4	-4.3751e-002	0.22125	-994.74	-1750.6	-1.1843e-002	
190	1	9.6076e-002	331.93	233.32	-2.0658	403.17	-4.4214e-002	0.21964	-2099.9	-1500.2	-1.2273e-002	
191	1	9.6643e-002	126.17	190.16	-2.0674	379.84	-4.47e-002	0.21811	-1039.	-1267.1	-1.2677e-002	
192	1	9.721e-002	155.52	163.51	-2.0689	358.89	-4.5207e-002	0.21665	-1003.3	-1082.8	-1.3064e-002	
193	1	9.7777e-002	175.79	155.96	-2.0704	336.76	-4.5741e-002	0.21524	-1059.6	-979.97	-1.3432e-002	
194	1	9.8344e-002	166.32	165.75	-2.0718	315.73	-4.6306e-002	0.21389	-1030.2	-976.62	-1.3779e-002	
195	1	9.8913e-002	172.49	191.32	-2.0732	294.43	-4.6897e-002	0.2126	-919.04	-1090.	-1.4108e-002	
196	1	9.9482e-002	178.64	229.34	-2.0744	273.54	-4.7517e-002	0.21138	-1024.6	-1322.7	-1.4418e-002	
197	1	0.10005	357.7	269.32	-2.0757	242.94	-4.8137e-002	0.21022	-1868.1	-1618.7	-1.4717e-002	
198	1	0.10062	286.67	299.42	-2.0768	217.89	-4.8745e-002	0.20918	-1929.	-1874.4	-1.4994e-002	
199	1	0.10119	286.03	315.75	-2.0778	196.2	-4.9401e-002	0.20823	-2129.	-2002.9	-1.5231e-002	
200	1	0.10176	334.27	318.73	-2.0787	166.9	-5.0001e-002	0.20738	-2033.6	-1972.9	-1.5479e-002	
201	1	0.10233	362.19	307.91	-2.0795	141.99	-5.0596e-002	0.20664	-2103.	-1814.2	-1.5686e-002	
202	1	0.1029	180.05	285.4	-2.0802	122.7	-5.1184e-002	0.20601	-842.08	-1602.8	-1.5858e-002	
203	1	0.10346	379.23	255.4	-2.0808	109.2	-5.1779e-002	0.20548	-2077.7	-1405.2	-1.6024e-002	
204	1	0.10403	181.2	224.	-2.0813	96.922	-5.2388e-002	0.20505	-961.58	-1254.6	-1.6166e-002	
205	1	0.10459	153.56	202.68	-2.0817	91.759	-5.3027e-002	0.20469	-1020.4	-1182.4	-1.6297e-002	
206	1	0.10515	150.86	199.04	-2.0821	86.584	-5.3679e-002	0.20439	-868.29	-1192.1	-1.6409e-002	
207	1	0.10571	324.43	206.16	-2.0824	81.671	-5.4325e-002	0.20414	-2077.3	-1220.6	-1.6507e-002	
208	1	0.10626	177.24	213.88	-2.0826	77.721	-5.4981e-002	0.20394	-1020.	-1216.7	-1.6587e-002	
209	1	0.10682	196.65	222.38	-2.0828	74.337	-5.5658e-002	0.2038	-859.81	-1218.	-1.6644e-002	
210	1	0.10738	189.39	233.83	-2.0829	71.452	-5.6343e-002	0.20372	-999.	-1269.6	-1.6678e-002	
211	1	0.10793	328.77	240.93	-2.083	71.359	-5.7059e-002	0.20369	-1941.8	-1327.7	-1.6682e-002	
212	1	0.10849	281.	236.	-2.083	71.865	-5.7811e-002	0.20372	-1484.4	-1326.5	-1.6662e-002	
213	1	0.10906	151.67	226.32	-2.0829	72.94	-5.8595e-002	0.20381	-961.63	-1288.8	-1.662e-002	
214	1	0.10962	161.22	226.63	-2.0828	74.999	-5.9416e-002	0.20395	-955.83	-1289.5	-1.656e-002	
215	1	0.11019	348.75	240.03	-2.0827	78.243	-6.0279e-002	0.20414	-1911.2	-1351.4	-1.6481e-002	
216	1	0.11075	166.92	259.03	-2.0824	82.884	-6.1187e-002	0.20439	-934.47	-1447.7	-1.638e-002	
217	1	0.11132	329.84	276.21	-2.0822	88.92	-6.2142e-002	0.20469	-1817.5	-1548.2	-1.6257e-002	
218	1	0.11189	304.91	285.88	-2.0818	96.272	-6.3153e-002	0.20506	-1659.3	-1621.1	-1.611e-002	
219	1	0.11246	262.85	286.36	-2.0814	101.88	-6.4171e-002	0.20549	-1660.7	-1644.4	-1.5957e-002	
220	1	0.11303	281.57	280.97	-2.0809	107.57	-6.5134e-002	0.206	-1571.5	-1624.4	-1.5804e-002	
221	1	0.11361	284.6	273.11	-2.0803	114.8	-6.6021e-002	0.20659	-1592.8	-1578.7	-1.5659e-002	
222	1	0.11418	245.79	264.63	-2.0797	124.38	-6.685e-002	0.20726	-1480.5	-1517.9	-1.5516e-002	
223	1	0.11476	263.87	256.7	-2.0789	133.43	-6.7593e-002	0.208	-1484.	-1445.	-1.5391e-002	
224	1	0.11534	252.03	249.22	-2.0781	146.54	-6.8273e-002	0.20882	-1378.1	-1361.3	-1.5262e-002	
225	1	0.11593	240.89	241.77	-2.0772	158.85	-6.8866e-002	0.20971	-1251.3	-1273.1	-1.5134e-002	
226	1	0.11651	233.63	234.68	-2.0763	174.15	-6.9374e-002	0.21068	-1187.7	-1191.1	-1.5009e-002	
227	1	0.1171	211.27	228.01	-2.0752	190.98	-6.9848e-002	0.21172	-913.28	-1117.6	-1.4862e-002	
228	1	0.11768	246.99	220.16	-2.0741	207.57	-7.0239e-002	0.21283	-1152.2	-1027.7	-1.4712e-002	
229	1	0.11828	216.69	209.86	-2.073	226.14	-7.057e-002	0.21401	-816.4	-867.78	-1.4555e-002	
230	1	0.11887	197.64	199.92	-2.0717	246.08	-7.083e-002	0.21527	-823.72	-583.15	-1.4397e-002	
231	1	0.11947	161.46	196.23	-2.0704	266.62	-7.102e-002	0.21659	-787.73	-173.49	-1.4235e-002	
