	Steps	Time [s]	[A] Acceleration Y on Body-1 - 1 Node - Tip [m/s²]	[B] Acceleration Y on Body-1 - 1 Node - Tip [Filtered] [m/s²]	[C] Position Y on Body-1 - 1 Node-Tip [m]	[D] Kinetic Energy on Body-1-Flare-1 - 2 Bodies [J]	[E] Position Z on Body-1 - 1 Node-Tip [m]	[F] Position Y on Body-1 - 1 Node-Tail [m]	[G] Acceleration Z on Body-1 - 1 Node - Tip [m/s²]	[H] Acceleration Z on Body-1 - 1 Node - Tip [Filtered] [m/s²]	[I] Position Z on Body-1 - 1 Node-Tail [m]	
14	1	1.1313e-002	655.8	588.35	-0.44792	60492	-4.6738e-002	1.8394	283.96	370.17	-6.0496e-002	
15	1	1.1978e-002	635.27	506.98	-0.47277	59047	-4.84e-002	1.8145	191.11	274.66	-6.3912e-002	
16	1	1.2609e-002	184.64	449.04	-0.49611	58092	-4.9889e-002	1.7911	414.84	155.5	-6.7164e-002	
17	1	1.3224e-002	444.59	466.48	-0.51864	56760	-5.113e-002	1.7686	26.028	68.112	-7.0376e-002	
18	1	1.3822e-002	686.27	524.08	-0.54035	55680	-5.2351e-002	1.7468	-373.3	112.97	-7.3525e-002	
19	1	1.4395e-002	560.58	549.14	-0.56092	54718	-5.3536e-002	1.7262	568.7	299.34	-7.6566e-002	
20	1	1.4958e-002	554.56	533.35	-0.58097	53686	-5.4541e-002	1.7061	816.19	502.16	-7.9603e-002	
21	1	1.5518e-002	504.28	538.29	-0.60071	52848	-5.5466e-002	1.6864	201.25	638.31	-8.264e-002	
22	1	1.6072e-002	398.77	623.14	-0.62009	52051	-5.6332e-002	1.6669	713.62	694.52	-8.5663e-002	
23	1	1.6627e-002	765.82	754.11	-0.6394	51361	-5.7032e-002	1.6476	942.45	594.59	-8.8764e-002	
24	1	1.7186e-002	1121.7	795.58	-0.65871	50629	-5.7469e-002	1.6282	531.92	291.5	-9.2009e-002	
25	1	1.7733e-002	708.3	658.11	-0.67744		-5.7804e-002	1.6095	-530.37	-54.641	-9.5169e-002	
26	1	1.7733e-002				49953						
27	1	1.8269e-002	323.2	427.8	-0.69569	49471	-5.8178e-002	1.5911	-319.48	-205.48	-9.8213e-002	
28	1	1.8791e-002	156.92	290.5	-0.71332	48695	-5.8553e-002	1.5735	68.237	-94.691	-0.10114	
29	1	1.93e-002	51.454	345.11	-0.73042	48061	-5.878e-002	1.5563	-73.495	163.27	-0.10405	
30	1	1.9813e-002	867.74	505.07	-0.74751	47213	-5.8913e-002	1.5391	970.84	421.06	-0.10696	
31	1	2.0331e-002	704.21	604.23	-0.76461	46398	-5.8986e-002	1.5219	63.377	603.93	-0.10984	
32	1	2.0844e-002	420.37	580.16	-0.78139	45496	-5.9004e-002	1.5051	955.55	694.52	-0.11262	
33	1	2.1351e-002	629.55	488.26	-0.79781	44875	-5.886e-002	1.4885	908.7	675.18	-0.11534	
34	1	2.1858e-002	315.39	409.66	-0.81414	44408	-5.8584e-002	1.4721	425.09	595.42	-0.11807	
35	1	2.2371e-002	322.71	410.82	-0.83058	44025	-5.817e-002	1.4555	384.91	599.18	-0.12083	
36	1	2.289e-002	381.63	499.23	-0.84709	43560	-5.7644e-002	1.4389	795.04	768.85	-0.12363	
37	1	2.3413e-002	798.64	586.62	-0.86362	42625	-5.6967e-002	1.4222	372.57	977.74	-0.12644	
38	1	2.3937e-002	694.91	568.11	-0.87996		-5.6122e-002	1.4057	2323.	922.22	-0.12921	
39	1	2.3937e-002				41851						
40	1	2.4453e-002	329.58	442.52	-0.89592	41022	-5.5189e-002	1.3895	78.631	439.28	-0.13186	
41	1	2.496e-002	296.16	305.13	-0.91143	40620	-5.4201e-002	1.3738	-125.69	-199.61	-0.13439	
42	1	2.545e-002	115.18	240.08	-0.92633	40059	-5.3288e-002	1.3588	-1458.3	-518.06	-0.13678	
43	1	2.5925e-002	271.9	251.19	-0.94073	39805	-5.2493e-002	1.3442	-190.27	-340.07	-0.13901	
44	1	2.6414e-002	467.12	283.22	-0.95547	39358	-5.1758e-002	1.3293	498.84	72.273	-0.14123	
45	1	2.6923e-002	237.31	307.24	-0.97071	38996	-5.098e-002	1.3139	507.27	368.55	-0.14352	
46	1	2.7451e-002	210.86	354.09	-0.98645	38763	-5.0021e-002	1.2979	508.68	462.28	-0.14594	
47	1	2.7999e-002	562.21	443.61	-1.0027	38254	-4.9055e-002	1.2815	132.31	501.42	-0.14843	
48	1	2.8562e-002	526.77	548.6	-1.0192	37671	-4.7859e-002	1.2647	762.01	626.33	-0.15108	
49	1	2.9126e-002	628.3	639.12	-1.0357	37033	-4.6486e-002	1.248	815.25	848.18	-0.15385	
50	1	2.9686e-002	647.99	695.47	-1.0518	36251	-4.4922e-002	1.2316	789.46	1080.9	-0.15668	
51	1	3.0239e-002	718.9	680.61	-1.0675	35462	-4.3159e-002	1.2156	1567.4	1164.7	-0.15957	
52	1	3.0785e-002	710.16	553.74	-1.0828	34693	-4.1302e-002	1.2	1297.3	959.01	-0.16246	
53	1	3.1328e-002	351.12	336.67	-1.0978	34069	-3.936e-002	1.1846	382.03	548.34	-0.16538	
54	1	3.1878e-002	-77.414	134.52	-1.1129	33666	-3.7312e-002	1.1692	-426.11	209.	-0.16839	
55	1	3.2437e-002	34.553	42.572	-1.1284	33596	-3.527e-002	1.1533	133.42	57.613	-0.1715	
56	1	3.3004e-002	51.314	53.902	-1.1439		-3.2991e-002	1.1374	182.4	-119.83	-0.17475	
57	1	3.3004e-002				33285						
58	1	3.3576e-002	206.19	89.075	-1.1595	32784	-3.0835e-002	1.1214	479.04	-539.61	-0.17796	
59	1	3.4154e-002	387.22	113.8	-1.1751	32409	-2.8767e-002	1.1054	-2034.4	-995.23	-0.18118	
60	1	3.4738e-002	-524.82	193.03	-1.1907	31964	-2.6679e-002	1.0894	-1803.4	-1047.7	-0.18447	
61	1	3.5332e-002	576.96	342.08	-1.2065	31423	-2.4501e-002	1.0731	-19.336	-655.34	-0.18792	
62	1	3.5935e-002	940.08	422.81	-1.2223	30772	-2.2267e-002	1.0568	10.675	-233.69	-0.19147	
63	1	3.6546e-002	29.389	349.52	-1.2382	30474	-1.9953e-002	1.0404	56.862	-113.83	-0.19513	
64	1	3.7167e-002				30150						
65	1	3.7167e-002	78.471	215.1	-1.2543		-1.7655e-002	1.0238	-66.58	-241.89	-0.19882	
66	1	3.7796e-002	464.09	128.58	-1.2706	29994	-1.5468e-002	1.007	-1307.9	-341.94	-0.20248	
67	1	3.8433e-002	-295.35	136.01	-1.2868	29463	-1.3201e-002	0.9902	246.57	-266.43	-0.20627	
68	1	3.9079e-002	359.89	240.47	-1.3032	29057	-1.0944e-002	0.97321	142.57	-112.7	-0.21017	
69	1	3.9732e-002	452.73	368.21	-1.3197	28533	-8.7443e-003	0.95618	-497.74	12.534	-0.21412	
70	1	4.0388e-002	449.06	417.07	-1.336	27982	-6.6197e-003	0.93923	143.22	63.98	-0.21815	
71	1	4.1051e-002	448.03	357.18	-1.3523	27449	-4.2564e-003	0.9223	932.19	-27.183	-0.22228	
72	1	4.1715e-002	189.22	247.98	-1.3685	27126	-1.5915e-003	0.90542	-1395.	-204.65	-0.22643	
73	1	4.2374e-002	-10.5	180.	-1.3845	26837	7.2074e-004	0.88878	197.99	-291.3	-0.23035	
74	1	4.303e-002	377.96	193.66	-1.4003	26377	2.9607e-003	0.87236	-404.27	-243.69	-0.23415	
75	1	4.3683e-002	165.55	268.34	-1.4159	26014	5.0843e-003	0.85613	-30.568	-148.57	-0.2379	
76	1	4.4344e-002	392.77	373.39	-1.4315	25509	7.0466e-003	0.83988	-189.22	-77.352	-0.2416	
77	1	4.5025e-002	557.58	485.61	-1.4474		8.9763e-003	0.82331	3.1656	-83.311	-0.2454	
78	1	4.5025e-002				24853						
79	1	4.5729e-002	535.61	593.01	-1.4636	24123	1.0972e-002	0.80644	55.056	-197.39	-0.24934	
80	1	4.6445e-002	616.32	692.97	-1.4798	23290	1.2958e-002	0.78954	-522.09	-354.01	-0.25337	
81	1	4.717e-002	840.91	758.44	-1.4959	22564	1.4965e-002	0.77271	-665.4	-410.7	-0.25759	
82	1	4.79e-002	794.08	740.43	-1.5117	21516	1.6898e-002	0.75612	-148.44	-298.11	-0.26177	
83	1	4.8633e-002	643.84	624.15	-1.5273	20893	1.8858e-002	0.73977	-220.42	-85.807	-0.266	
84	1	4.937e-002	443.93	454.97	-1.5427	20258	2.088e-002	0.72359	287.49	97.052	-0.27024	
85	1	5.0109e-002	208.23	304.02	-1.5579	19916	2.3146e-002	0.70755	114.16	146.19	-0.27451	
86	1	5.0854e-002	281.09	218.61	-1.573	19576	2.5593e-002	0.69151	274.07	38.002	-0.27882	
87	1	5.1605e-002	160.53	208.85	-1.5881	19277	2.816e-002	0.67544	-304.27	-137.64	-0.28313	
88	1	5.2365e-002	102.13	250.98	-1.6033	19088	3.063e-002	0.6593	-329.33	-224.62	-0.28741	
89	1	5.3135e-002	685.13	289.83	-1.6187	18791	3.2994e-002	0.64299	-320.94	-131.93	-0.29166	
90	1	5.3913e-002	111.78	304.36	-1.634	18395	3.5355e-002	0.62668	156.5	69.7	-0.2959	
91	1	5.4693e-002	157.78	345.6	-1.6492	18090	3.7878e-002	0.61045	400.12	199.86	-0.3001	
92	1	5.5472e-002	673.93	441.9	-1.6643	17660	4.0601e-002	0.59436	285.2	135.3	-0.30427	
93	1	5.625e-002	247.74	540.5	-1.679	17308	4.3487e-002	0.57849	-69.572	-64.29	-0.30841	
94	1	5.7026e-002	1018.3	563.57	-1.6936	16843	4.6344e-002	0.56281	-475.67	-199.78	-0.31245	
95	1	5.78e-002	271.25	488.12	-1.7079	16282	4.9108e-002	0.54745	-340.64	-123.71	-0.3164	
96	1	5.8576e-002	296.42	370.54	-1.722	15849	5.1826e-002	0.53228	157.99	93.318	-0.3202	
97	1	5.9358e-002	428.55	274.92	-1.736	15428	5.4641e-002	0.51721	798.17	232.25	-0.32394	
98	1	6.0144e-002	108.27	231.08	-1.7499	15112	5.7675e-002	0.50224	-428.82	160.09	-0.32756	
99	1	6.0938e-002	215.06	257.19	-1.7637	14882	6.0695e-002	0.48725	431.36	-104.77	-0.33095	
100	1	6.1741e-002	443.88	346.37	-1.7775	14353	6.369e-002	0.47237	-561.78	-465.05	-0.33416	
101	1	6.2552e-002	377.09	464.77	-1.7913	13972	6.6493e-002	0.45768	-1026.3	-751.81	-0.33693	
102	1	6.3375e-002	496.16	566.6	-1.8052	13459	6.9075e-002	0.44299	-957.17	-820.39	-0.33945	
103	1	6.4212e-002	881.08	590.27	-1.8189	12588	7.1594e-002	0.42852	-429.03	-692.88	-0.34176	
104	1	6.5059e-002	534.85	521.06	-1.8323	11962	7.3874e-002	0.41444	-614.16	-492.57	-0.34381	
105	1	6.5875e-002	27.225	439.57	-1.8449	11277	7.5744e-002	0.40131	-373.64	-321.86	-0.34527	
106	1	6.6668e-002	690.04	408.38	-1.8568	10569	7.7239e-002	0.389	208.62	-242.59	-0.34625	
107	1	6.7434e-002	437.81	399.91	-1.868	9876.4	7.858e-002	0.3776	-568.97	-229.35	-0.34692	
108	1	6.8176e-002	220.57	389.99	-1.8784		7.9592e-002	0.36697	-85.82	-154.82	-0.34732	
109	1	6.8176e-002				9316.						
110	1	6.8897e-002				8770.						
111	1	6.8897e-002	519.04	391.12	-1.8883		8.0446e-002	0.35695	-263.19	75.811	-0.34758	
112	1	6.9624e-002	371.36	405.89	-1.898	8354.8	8.1187e-002	0.3472	349.16	381.26	-0.34772	
113	1	7.038e-002	411.2	433.81	-1.9079	8088.9	8.2075e-002	0.33722	1148.1	529.76	-0.34792	
114	1	7.116e-002	463.45	477.26	-1.9178	7911.2	8.3464e-002	0.32706	404.61	384.49	-0.34834	
115	1	7.1976e-002	610.91	527.62	-1.9278	7496.8	8.5191e-002	0.31668	-224.49	90.227	-0.34886	
116	1	7.2771e-002	432.46	574.65	-1.9373	7146.2	8.6929e-002	0.30685	-480.88	-120.04	-0.34927	
117	1	7.3539e-002				6739.9						
118	1	7.3539e-002	774.01	609.76	-1.9463		8.842e-002	0.29764	293.21	-212.43	-0.34949	
119	1	7.4283e-002	502.25	624.48	-1.9546	6217.7	8.9797e-002	0.2891	-434.31	-295.32	-0.34958	
120	1	7.501e-002	669.66	616.31	-1.9624	5692.5	9.097e-002	0.28115	-503.15	-417.73	-0.34957	
121	1	7.5731e-002	597.47	583.62	-1.9698	5273.4	9.2058e-002	0.27365	-393.11	-566.92	-0.34943	
122	1	7.6446e-002	597.41	535.33	-1.9768	4878.3	9.305e-002	0.26656	-615.86	-709.03	-0.34915	
123	1	7.7154e-002	406.49	510.18	-1.9834	4504.5	9.3821e-002	0.25991	-966.98	-743.59	-0.34869	
124	1	7.786e-002	487.58	547.57	-1.9898	4196.8	9.4256e-002	0.25363	-672.72	-555.37	-0.34797	
125	1	7.8566e-002	547.86	623.62	-1.996	3896.9	9.4424e-002	0.24762	-750.74	-199.01	-0.34697	
126	1	7.927e-002	1021.3	653.81	-2.002		9.4285e-002	0.24196	1441.	53.376	-0.34572	
127	1	7.927e-002				3624.9						
128	1	7.997e-002	355.5	594.17	-2.0077	3345.2	9.4118e-002	0.23661	-707.34	7.5414	-0.34438	
129	1	8.0669e-002	571.24	491.29	-2.0132	3118.8	9.3628e-002	0.23155	-96.372	-224.68	-0.3428	
130	1	8.1434e-002	320.09	409.77	-2.0189	2807.5	9.3014e-002	0.22632	-642.69	-436.34	-0.34098	
131	1	8.2239e-002	393.27	372.52	-2.0247	2588.7	9.2199e-002	0.22116	-340.45	-544.37	-0.33895	
132	1	8.3045e-002	380.88	368.62	-2.0301	2342.3	9.1119e-002	0.21634	-588.82	-529.68	-0.33679	
133	1	8.384e-002	391.85	378.52	-2.0351	2127.5	8.9837e-002	0.21194	-567.13	-364.94	-0.33455	
134	1	8.4627e-002	376.52	392.45	-2.0399	1966.9	8.8402e-002	0.20792	10.989	-67.378	-0.33221	
135	1	8.5408e-002	420.55	409.71	-2.0443	1853.3	8.6999e-002	0.20411	165.47	250.57	-0.32985	
136	1	8.6188e-002	446.43	432.16	-2.0486	1748.8	8.5767e-002	0.20042	653.53	428.44	-0.32755	
137	1	8.6965e-002	319.1	455.62	-2.0526	1575.	8.4833e-002	0.19703	728.65	384.85	-0.32535	
138	1	8.7733e-002	665.52	455.05	-2.0562		8.4281e-002	0.19383	-385.18	213.03	-0.32329	
139	1	8.7733e-002				1500.6						
140	1	8.8495e-002	443.19	416.43	-2.0596	1372.2	8.3752e-002	0.19091	142.83	59.45	-0.32125	
141	1	8.9248e-002	136.29	381.25	-2.0627	1266.3	8.3237e-002	0.18823	174.25	-62.246	-0.31927	
142	1	8.9993e-002	496.9	390.3	-2.0656	1178.1	8.2746e-002	0.18581	-292.56	-203.18	-0.31733	
143	1	9.0731e-002	445.06	418.9	-2.0682	1072.4	8.235e-002	0.18356	-362.68	-341.85	-0.31555	
144	1	9.1464e-002	482.02	427.87	-2.0705	1006.1	8.2032e-002	0.18156	-315.56	-409.59	-0.31384	
145	1	9.2191e-002				943.14						
146	1	9.2191e-002	304.34	419.26	-2.0725		8.173e-002	0.17991	-779.36	-364.39	-0.31206	
147	1	9.2913e-002	459.74	407.16	-2.0742	901.26	8.1361e-002	0.17856	125.77	-247.99	-0.31019	
148	1	9.3634e-002	424.68	387.06	-2.0756	868.26	8.1103e-002	0.17746	-220.79	-166.99	-0.30837	
149	1	9.4357e-002	336.72	358.13	-2.0768	843.54	8.0938e-002	0.17658	-75.813	-175.49	-0.30659	
150	1	9.5084e-002	292.42	337.33	-2.0778	828.45	8.0866e-002	0.17591	-352.73	-230.79	-0.3048	
151	1	9.5816e-002	352.48	333.59	-2.0785		8.0839e-002	0.17544	-310.06	-268.87	-0.303	
152	1	9.5816e-002				817.92						
153	1	9.6556e-002	355.3	335.09	-2.0791	812.65	8.0869e-002	0.17519	-211.04	-271.65	-0.3012	
154	1	9.7301e-002	315.27	328.15	-2.0793		8.0928e-002	0.17517	-299.81	-261.41	-0.29938	
155	1	9.7301e-002				813.09						
156	1	9.805e-002	316.65	309.2	-2.0794	819.34	8.1e-002	0.17537	-236.79	-264.98	-0.29755	
157	1	9.8803e-002	279.34	279.56	-2.0792	830.06	8.1068e-002	0.17579	-321.6	-303.07	-0.2957	
158	1	9.9558e-002	255.94	242.9	-2.0789	844.69	8.112e-002	0.17642	-291.18	-387.24	-0.29383	
159	1	0.10032	248.84	212.67	-2.0783	862.58	8.1152e-002	0.17724	-325.16	-481.85	-0.29195	
160	1	0.10108	75.065	211.05	-2.0776	883.07	8.1088e-002	0.17827	-1011.2	-491.61	-0.29002	
161	1	0.10184	237.35	234.72	-2.0767	907.	8.084e-002	0.17949	-178.31	-375.13	-0.28796	
162	1	0.10261	309.62	227.44	-2.0757	929.92	8.0627e-002	0.1809	-25.99	-223.03	-0.28591	
163	1	0.10338	216.03	126.12	-2.0744	956.23	8.0442e-002	0.18247	-267.46	-134.03	-0.28386	
164	1	0.10416	222.6	-39.72	-2.073	983.05	8.0236e-002	0.18423	-2.3748	-110.92	-0.2818	
165	1	0.10495	-849.	-128.31	-2.0714	997.86	8.0036e-002	0.18613	-217.15	-108.76	-0.27973	
166	1	0.10573	227.57	-52.794	-2.07	975.44	7.9766e-002	0.18795	-65.154	-91.267	-0.27747	
167	1	0.10652	227.95	93.175	-2.0685	1000.2	7.9439e-002	0.18991	-67.004	-47.004	-0.27518	
168	1	0.10732	210.26	181.28	-2.0668	1025.4	7.9067e-002	0.19201	-26.525	8.9163	-0.27287	
169	1	0.10811	108.57	198.81	-2.0649	1046.8	7.8691e-002	0.19425	127.16	44.268	-0.27056	
170	1	0.10892	190.16	192.06	-2.063	1069.8	7.834e-002	0.1966	63.34	35.517	-0.26829	
171	1	0.10972	204.45	181.56	-2.0609	1092.6	7.8014e-002	0.19905	-60.944	-4.3398	-0.26605	
172	1	0.11052	182.28	165.8	-2.0587	1090.5	7.7675e-002	0.20161	-82.248	-43.757	-0.26384	
173	1	0.11131	114.78	149.84	-2.0564	1095.2	7.7304e-002	0.20427	51.218	-68.049	-0.26166	
174	1	0.1121	148.65	143.75	-2.0541	1116.4	7.6919e-002	0.207	-174.87	-68.08	-0.2595	
175	1	0.11288	131.31	146.58	-2.0516	1126.5	7.6453e-002	0.20983	-124.24	-35.709	-0.25736	
176	1	0.11366	191.77	147.06	-2.0491	1140.5	7.5932e-002	0.21271	181.69	1.9576	-0.25524	
177	1	0.11443	114.92	138.4	-2.0466	1151.1	7.5433e-002	0.21564	-34.063	3.092	-0.2532	
178	1	0.11519	110.79	123.68	-2.044	1160.	7.4916e-002	0.21861	-28.262	-30.076	-0.25119	
179	1	0.11595	121.13	104.82	-2.0413	1159.8	7.4401e-002	0.22161	-95.418	-59.828	-0.24922	
180	1	0.1167				1173.3						
181	1	0.1167	116.77	81.307	-2.0386		7.3864e-002	0.22465	-117.57	-62.954	-0.24727	
182	1	0.11745	4.7138	62.611	-2.0359	1177.5	7.3284e-002	0.22771	23.96	-52.336	-0.24534	
183	1	0.11819	57.179	60.995	-2.0333	1157.	7.2667e-002	0.23072	-32.57	-54.103	-0.24338	
184	1	0.11893	95.273	71.776	-2.0307	1159.3	7.1994e-002	0.23369	-100.2	-70.078	-0.24138	
185	1	0.11967	88.413	79.415	-2.028	1165.8	7.128e-002	0.23671	-95.211	-79.304	-0.23938	
186	1	0.12041	68.506	77.266	-2.0253	1171.1	7.0525e-002	0.23976	-76.405	-69.173	-0.23739	
187	1	0.12115	68.979	68.905	-2.0226	1176.1	6.9737e-002	0.24285	-27.274	-46.206	-0.23542	
188	1	0.12189	60.164	58.72	-2.0198	1184.2	6.8927e-002	0.24596	-30.68	-23.361	-0.23346	
189	1	0.12263	57.188	49.926	-2.017	1187.5	6.8102e-002	0.24911	-15.402	-10.367	-0.23151	
190	1	0.12338	13.573	45.484	-2.0142	1190.	6.7269e-002	0.25228	28.235	-12.71	-0.22959	
191	1	0.12412	69.509	43.476	-2.0113	1192.9	6.6431e-002	0.25548	-53.395	-26.826	-0.22768	
192	1	0.12487	43.619	37.254	-2.0084	1193.3	6.5568e-002	0.25871	-57.137	-40.253	-0.22579	
193	1	0.12562	19.719	25.378	-2.0055	1192.4	6.4675e-002	0.26198	-30.631	-45.522	-0.22389	
194	1	0.12638	5.5045	13.843	-2.0025	1192.4	6.3751e-002	0.26529	-42.766	-44.977	-0.222	
195	1	0.12715	7.8804	7.2244	-1.9995	1189.	6.2792e-002	0.26863	-51.747	-41.536	-0.2201	
196	1	0.12793	6.5814	4.347	-1.9965	1186.2	6.1793e-002	0.272	-47.007	-37.587	-0.2182	
197	1	0.12871	3.1969	1.7261	-1.9934	1180.1	6.0736e-002	0.27541	-19.92	-40.616	-0.21628	
198	1	0.12951	3.8204	-2.2808	-1.9902	1174.9	5.9633e-002	0.27886	-20.932	-55.991	-0.21434	
199	1	0.13031	-18.957	-6.4765	-1.9871	1170.4	5.8494e-002	0.28235	-132.76	-74.283	-0.21239	
200	1	0.13113	-8.4788	-10.007	-1.9839	1164.7	5.728e-002	0.28589	-85.937	-81.792	-0.21041	
201	1	0.13197	-5.9464	-15.17	-1.9806	1150.2	5.599e-002	0.28948	-47.648	-81.023	-0.20838	
202	1	0.13282	-24.869	-24.123	-1.9773	1145.1	5.4634e-002	0.29313	-73.845	-82.148	-0.20631	
203	1	0.13369	-36.533	-34.874	-1.9739	1132.7	5.3202e-002	0.29682	-110.24	-83.058	-0.2042	
204	1	0.13457	-50.758	-43.551	-1.9706	1121.4	5.1691e-002	0.30052	-77.166	-75.229	-0.20206	
205	1	0.13545	-45.532	-49.002	-1.9672		5.0123e-002	0.30421	-48.86	-58.953	-0.1999	
206	1	0.13545				1110.6						
207	1	0.13633	-51.778	-53.366	-1.9639	1098.2	4.8514e-002	0.30787	-39.773	-41.101	-0.19774	
208	1	0.13722	-58.002	-58.997	-1.9606	1085.1	4.6874e-002	0.31149	-23.637	-25.479	-0.19556	
209	1	0.13811	-69.412	-66.623	-1.9574	1070.5	4.5212e-002	0.31506	-28.085	-12.332	-0.19339	
210	1	0.13899	-70.249	-76.001	-1.9542	1054.	4.3529e-002	0.31858	-13.34	-6.0143	-0.19121	
211	1	0.13988	-93.299	-86.421	-1.9511	1034.8	4.1833e-002	0.32205	1.2057	-19.698	-0.18904	
212	1	0.14077	-90.307	-96.859	-1.948	1013.7	4.0135e-002	0.32544	9.6862	-61.871	-0.18687	
213	1	0.14166	-108.47	-106.03	-1.9451	993.42	3.8448e-002	0.32874	-174.37	-112.5	-0.18473	
214	1	0.14253	-118.23	-112.47	-1.9422	974.46	3.6742e-002	0.33193	-171.26	-131.14	-0.18265	
215	1	0.14341	-115.88	-116.36	-1.9394	954.51	3.503e-002	0.33501	-83.802	-97.131	-0.18062	
216	1	0.14427	-112.7	-120.53	-1.9367	933.78	3.3321e-002	0.33797	-13.2	-22.891	-0.17866	
217	1	0.14512	-133.09	-127.5	-1.9342	909.84	3.1667e-002	0.3408	-110.99	54.005	-0.17679	
218	1	0.14596	-130.74	-137.23	-1.9318	888.86	2.9971e-002	0.34351	426.81	73.921	-0.17497	
219	1	0.1468	-145.08	-147.21	-1.9294	855.42	2.8503e-002	0.34606	-76.672	13.149	-0.17334	
220	1	0.14763	-157.76	-152.37	-1.9272	834.48	2.7043e-002	0.34848	-157.01	-57.636	-0.1718	
221	1	0.14846	-158.41	-147.55	-1.9252	806.84	2.5634e-002	0.35077	-122.35	-45.885	-0.17035	
222	1	0.14927	-161.4	-135.7	-1.9232	787.53	2.4293e-002	0.35291	-110.96	41.633	-0.16901	
223	1	0.15008	-61.335	-130.79	-1.9214	768.6	2.2902e-002	0.35493	556.3	95.592	-0.1677	
224	1	0.15087				750.89						
225	1	0.15088	-165.63	-142.01	-1.9197		2.158e-002	0.35683	-107.49	41.573	-0.16648	
226	1	0.15166	-174.84	-160.39	-1.9181	733.04	2.0257e-002	0.3586	-149.17	-64.167	-0.16531	
227	1	0.15244	-175.01	-172.28	-1.9166	710.65	1.9028e-002	0.36024	-142.8	-124.43	-0.16424	
228	1	0.15322	-169.37	-174.96	-1.9152	696.84	1.7858e-002	0.36176	-98.533	-108.39	-0.16325	
229	1	0.15399	-171.82	-172.74	-1.9139	679.52	1.6725e-002	0.36316	-104.51	-43.361	-0.16233	
230	1	0.15477	-167.4	-168.65	-1.9127	665.15	1.5631e-002	0.36445	95.167	18.354	-0.16148	
231	1	0.15554	-164.28	-163.05	-1.9117	652.48	1.4578e-002	0.36562	116.38	29.016	-0.1607	
232	1	0.15632	-156.83	-155.3	-1.9107	642.15	1.3547e-002	0.3667	-78.974	-11.55	-0.15998	
233	1	0.1571	-144.25	-145.39	-1.9098	634.57	1.2463e-002	0.36769	-87.183	-59.276	-0.15927	
234	1	0.15789	-137.5	-134.37	-1.909	624.84	1.1385e-002	0.36861	-93.581	-79.801	-0.15858	
235	1	0.15869	-120.69	-124.19	-1.9083	619.21	1.0377e-002	0.36944	-59.029	-75.153	-0.15794	
236	1	0.1595	-114.	-116.72	-1.9076	614.13	9.3287e-003	0.37021	-47.831	-64.282	-0.15728	
237	1	0.1603	-113.07	-111.99	-1.907	595.51	8.2397e-003	0.37091	-47.726	-57.755	-0.15662	
238	1	0.16112	-110.17	-108.11	-1.9065	583.62	7.3283e-003	0.37152	-46.797	-48.26	-0.15607	
239	1	0.16195				579.58						
240	1	0.16195	-105.17	-103.37	-1.906		6.4674e-003	0.37205	-45.578	-17.287	-0.15557	
241	1	0.16278	-102.21	-98.398	-1.9056	569.78	5.5654e-003	0.37252	-44.486	41.182	-0.15506	
242	1	0.16363	-82.012	-95.849	-1.9053	562.78	4.6886e-003	0.37292	286.91	103.83	-0.15458	
