	Steps	Time [s]	[A] Acceleration Y on Body-1 - 1 Node - Tip [m/s²]	[B] Acceleration Y on Body-1 - 1 Node - Tip [Filtered] [m/s²]	[C] Position Y on Body-1 - 1 Node-Tip [m]	[D] Kinetic Energy on Body-1-Flare-1 - 2 Bodies [J]	[E] Position Z on Body-1 - 1 Node-Tip [m]	[F] Position Y on Body-1 - 1 Node-Tail [m]	[G] Acceleration Z on Body-1 - 1 Node - Tip [m/s²]	[H] Acceleration Z on Body-1 - 1 Node - Tip [Filtered] [m/s²]	[I] Position Z on Body-1 - 1 Node-Tail [m]	
15	1	1.1924e-002	571.44	611.	-0.47122	59623	-2.651e-002	1.816	57.192	10.316	-3.2304e-002	
16	1	1.2504e-002	551.13	673.06	-0.49292	58656	-2.7342e-002	1.7942	-352.73	11.927	-3.3718e-002	
17	1	1.3072e-002	818.51	732.15	-0.51397	57361	-2.8321e-002	1.7731	-501.87	101.97	-3.496e-002	
18	1	1.3629e-002	966.11	764.54	-0.53443	56344	-2.9373e-002	1.7526	724.38	263.68	-3.606e-002	
19	1	1.4183e-002	902.26	755.91	-0.55454	55242	-3.0469e-002	1.7324	127.66	445.23	-3.7064e-002	
20	1	1.4742e-002	674.42	711.71	-0.57462	54087	-3.1662e-002	1.7122	1343.9	589.5	-3.7979e-002	
21	1	1.5308e-002	578.78	652.84	-0.59471	52617	-3.2819e-002	1.6921	782.77	664.02	-3.8883e-002	
22	1	1.5887e-002	308.42	599.96	-0.61501	51508	-3.405e-002	1.6717	146.	672.92	-3.9736e-002	
23	1	1.6472e-002	716.78	559.19	-0.63532	50569	-3.5242e-002	1.6513	441.72	631.44	-4.0638e-002	
24	1	1.704e-002	749.01	524.39	-0.65485	49587	-3.6368e-002	1.6316	1451.9	537.09	-4.1578e-002	
25	1	1.7592e-002	610.18	496.61	-0.67364	48511	-3.7306e-002	1.6128	258.63	391.38	-4.2679e-002	
26	1	1.8133e-002	86.485	494.17	-0.69185	47635	-3.8218e-002	1.5945	-150.37	228.67	-4.3829e-002	
27	1	1.8666e-002	465.9	535.76	-0.70963	46711	-3.9101e-002	1.5766	13.852	94.104	-4.5003e-002	
28	1	1.9189e-002	345.63	616.95	-0.72692	45875	-3.9941e-002	1.5592	10.728	10.717	-4.6193e-002	
29	1	1.9708e-002	1091.1	706.97	-0.74393	45136	-4.0801e-002	1.5421	-210.35	-21.591	-4.7374e-002	
30	1	2.0219e-002	1035.4	769.93	-0.76053	44234	-4.1717e-002	1.5255	510.28	-12.23	-4.8561e-002	
31	1	2.0726e-002	673.92	790.82	-0.77683	43464	-4.263e-002	1.5091	-375.99	34.053	-4.9775e-002	
32	1	2.123e-002	794.82	778.7	-0.79289	42651	-4.3578e-002	1.4929	390.87	122.57	-5.0992e-002	
33	1	2.1739e-002	763.3	750.77	-0.80893	41801	-4.4533e-002	1.4768	-351.91	257.7	-5.2229e-002	
34	1	2.2248e-002	299.88	719.54	-0.82481		-4.5541e-002	1.4609	232.74	422.47	-5.3462e-002	
35	1	2.2248e-002				40952						
36	1	2.2755e-002	983.25	683.95	-0.84049	40206	-4.65e-002	1.4451	924.92	566.05	-5.4639e-002	
37	1	2.3265e-002	746.03	631.56	-0.8561	39207	-4.7364e-002	1.4294	694.5	619.63	-5.5792e-002	
38	1	2.3779e-002				38379						
39	1	2.3779e-002	589.27	556.14	-0.87162		-4.8186e-002	1.4138	1737.2	537.23	-5.6923e-002	
40	1	2.4299e-002	517.84	467.87	-0.8872	37763	-4.8954e-002	1.3981	-207.62	332.3	-5.8046e-002	
41	1	2.4826e-002	434.51	388.96	-0.90282	37056	-4.9672e-002	1.3824	484.2	79.216	-5.9179e-002	
42	1	2.5344e-002	160.98	347.01	-0.91801	36289	-5.0353e-002	1.3671	-785.08	-121.76	-6.028e-002	
43	1	2.5847e-002	-155.37	362.1	-0.93268	35910	-5.0972e-002	1.3523	-941.95	-189.71	-6.1338e-002	
44	1	2.634e-002	747.55	428.	-0.94698	35420	-5.1697e-002	1.3379	-591.92	-107.5	-6.2267e-002	
45	1	2.6824e-002	446.26	512.62	-0.96089	34974	-5.2401e-002	1.324	810.18	62.591	-6.3175e-002	
46	1	2.7304e-002	799.41	580.01	-0.9746	34285	-5.2937e-002	1.3102	463.34	224.86	-6.4129e-002	
47	1	2.7784e-002	909.53	609.62	-0.98812	33336	-5.3421e-002	1.2966	1257.7	320.41	-6.5057e-002	
48	1	2.827e-002	404.85	604.55	-1.0016	32487	-5.3775e-002	1.283	-261.7	360.83	-6.6038e-002	
49	1	2.8767e-002	633.44	586.45	-1.0153	31948	-5.4121e-002	1.2693	-408.87	397.96	-6.7026e-002	
50	1	2.9268e-002	-132.38	574.01	-1.0289	31381	-5.4511e-002	1.2556	458.85	453.96	-6.8e-002	
51	1	2.976e-002	1474.6	564.62	-1.0423	30820	-5.4807e-002	1.2422	1825.2	500.58	-6.9018e-002	
52	1	3.0247e-002	467.08	548.78	-1.0553	30308	-5.4934e-002	1.2291	-137.79	517.8	-7.0149e-002	
53	1	3.073e-002	138.16	536.51	-1.0681	29769	-5.5051e-002	1.2162	24.361	525.88	-7.1311e-002	
54	1	3.1214e-002	495.5	545.81	-1.0808	29205	-5.5131e-002	1.2035	639.48	539.74	-7.2536e-002	
55	1	3.1706e-002	690.5	575.79	-1.0936	28470	-5.5051e-002	1.1906	1226.4	542.11	-7.3866e-002	
56	1	3.2205e-002	572.02	610.	-1.1064	27813	-5.474e-002	1.1778	172.15	518.99	-7.5332e-002	
57	1	3.2707e-002	652.98	631.61	-1.1191		-5.4308e-002	1.165	669.11	484.34	-7.6883e-002	
58	1	3.2707e-002				27119						
59	1	3.3215e-002	917.64	629.3	-1.1318	26511	-5.3788e-002	1.1522	114.83	463.56	-7.8494e-002	
60	1	3.3725e-002	362.88	601.79	-1.1445	25991	-5.3208e-002	1.1395	360.94	471.07	-8.0157e-002	
61	1	3.4234e-002	516.71	555.63	-1.1571	25730	-5.2476e-002	1.1269	282.16	497.77	-8.1911e-002	
62	1	3.474e-002	415.49	492.44	-1.1695	25335	-5.1607e-002	1.1144	609.95	508.31	-8.3638e-002	
63	1	3.5244e-002	1039.7	408.12	-1.1817	24558	-5.0596e-002	1.1022	1434.5	460.3	-8.5367e-002	
64	1	3.5743e-002	145.41	313.52	-1.1936	24339	-4.9605e-002	1.0901	35.135	343.58	-8.7055e-002	
65	1	3.624e-002	-312.27	241.64	-1.2055	23971	-4.8747e-002	1.0783	-72.48	193.24	-8.8654e-002	
66	1	3.6739e-002	244.2	217.99	-1.2172	23537	-4.7996e-002	1.0664	-8.2506	54.604	-9.022e-002	
67	1	3.7239e-002				23055						
68	1	3.7239e-002	391.73	237.1	-1.2289		-4.7287e-002	1.0547	115.03	-46.414	-9.1772e-002	
69	1	3.7737e-002	262.61	277.29	-1.2404	22743	-4.6566e-002	1.0431	123.56	-92.754	-9.3326e-002	
70	1	3.8233e-002	446.69	322.32	-1.2518	22411	-4.5779e-002	1.0317	-1548.	-68.973	-9.4924e-002	
71	1	3.8726e-002	327.93	366.09	-1.263	22167	-4.5058e-002	1.0204	1267.2	12.616	-9.6506e-002	
72	1	3.9215e-002	293.53	408.25	-1.2741	21870	-4.422e-002	1.0092	234.95	112.68	-9.8131e-002	
73	1	3.9699e-002	529.61	447.2	-1.285	21504	-4.3433e-002	0.99823	-717.93	205.8	-9.9724e-002	
74	1	4.0177e-002	457.51	477.29	-1.2956	21027	-4.2766e-002	0.98751	681.07	276.36	-0.10127	
75	1	4.0648e-002	553.29	492.68	-1.306	20735	-4.1984e-002	0.97706	682.71	290.9	-0.10286	
76	1	4.1113e-002	468.35	490.65	-1.3161	20341	-4.1087e-002	0.96681	532.43	223.27	-0.10447	
77	1	4.1574e-002	603.85	472.6	-1.3261	19996	-4.0198e-002	0.95676	-79.997	88.383	-0.10604	
78	1	4.2028e-002				19556						
79	1	4.2028e-002	405.72	445.64	-1.3358		-3.9412e-002	0.94696	-491.19	-71.55	-0.10755	
80	1	4.2475e-002	381.79	422.45	-1.3453	19284	-3.8726e-002	0.93741	-28.996	-222.98	-0.10899	
81	1	4.2914e-002	230.85	414.89	-1.3545	19117	-3.809e-002	0.92805	-48.862	-350.35	-0.11041	
82	1	4.3347e-002	639.24	426.87	-1.3636	18755	-3.7459e-002	0.91889	-783.63	-436.39	-0.11183	
83	1	4.3772e-002	152.47	454.72	-1.3724	18535	-3.6901e-002	0.90997	209.55	-449.46	-0.1132	
84	1	4.419e-002	597.54	488.73	-1.381		-3.6393e-002	0.90126	-1624.6	-351.17	-0.11454	
85	1	4.419e-002				18330						
86	1	4.4601e-002	1033.3	517.27	-1.3894	18048	-3.6015e-002	0.89274	-1339.2	-137.35	-0.11582	
87	1	4.5007e-002	-231.22	538.16	-1.3977	17684	-3.5707e-002	0.88441	2423.9	117.78	-0.11705	
88	1	4.5412e-002	901.67	554.22	-1.4059	17299	-3.5285e-002	0.87616	-26.96	312.44	-0.11836	
89	1	4.5822e-002	741.95	559.59	-1.414	16960	-3.491e-002	0.86794	456.58	409.19	-0.1197	
90	1	4.6235e-002	334.39	548.75	-1.4221	16692	-3.4509e-002	0.85976	382.46	431.74	-0.12109	
91	1	4.6655e-002	708.	526.6	-1.4304	16520	-3.4101e-002	0.85147	357.25	413.61	-0.12251	
92	1	4.7081e-002	427.96	502.41	-1.4387	16316	-3.3672e-002	0.8431	199.4	379.77	-0.12395	
93	1	4.7511e-002	385.76	485.63	-1.447	16025	-3.3219e-002	0.83472	220.68	341.97	-0.12538	
94	1	4.7945e-002	454.3	482.06	-1.4553	15838	-3.2743e-002	0.82634	653.66	297.07	-0.1268	
95	1	4.838e-002	554.41	489.92	-1.4636	15557	-3.219e-002	0.81799	-35.579	238.44	-0.12826	
96	1	4.8815e-002	475.32	503.32	-1.4718	15307	-3.1558e-002	0.80971	226.74	163.84	-0.12974	
97	1	4.9248e-002	531.42	517.16	-1.4799	14980	-3.0843e-002	0.80156	533.58	74.753	-0.13121	
98	1	4.9678e-002	497.71	527.21	-1.4878	14681	-3.0045e-002	0.79355	-132.51	-13.84	-0.13268	
99	1	5.0108e-002	427.69	527.48	-1.4957	14362	-2.9181e-002	0.78566	-1145.9	-75.116	-0.13414	
100	1	5.0534e-002	659.18	508.	-1.5033	14027	-2.8268e-002	0.77792	894.93	-103.2	-0.1356	
101	1	5.0957e-002	751.85	460.75	-1.5109	13731	-2.7283e-002	0.77031	-141.47	-116.92	-0.13706	
102	1	5.1381e-002	381.44	393.99	-1.5183	13463	-2.6309e-002	0.76279	-52.816	-119.54	-0.13847	
103	1	5.1804e-002	-274.49	331.87	-1.5257	13263	-2.5358e-002	0.75532	-778.94	-90.867	-0.13986	
104	1	5.223e-002	650.29	290.33	-1.533	13006	-2.4451e-002	0.74786	125.06	-23.706	-0.14121	
105	1	5.2657e-002	107.15	264.19	-1.5403	12723	-2.3524e-002	0.74047	461.98	60.3	-0.14252	
106	1	5.3085e-002	313.5	239.98	-1.5476	12449	-2.2574e-002	0.73314	66.915	136.94	-0.14382	
107	1	5.3515e-002	400.84	207.97	-1.5547	12173	-2.161e-002	0.72589	104.52	201.39	-0.14513	
108	1	5.3946e-002	93.259	167.16	-1.5619	11983	-2.0634e-002	0.71869	156.97	257.26	-0.14644	
109	1	5.4376e-002	119.65	126.4	-1.5689	11894	-1.959e-002	0.71152	704.16	303.59	-0.14778	
110	1	5.4806e-002	35.69	97.719	-1.5759	11832	-1.8457e-002	0.7044	8.8271	341.5	-0.14915	
111	1	5.5237e-002	121.7	89.513	-1.5829	11621	-1.7392e-002	0.69728	474.74	378.81	-0.15047	
112	1	5.5669e-002	34.016	106.04	-1.5899	11600	-1.6395e-002	0.69018	-43.664	417.65	-0.15171	
113	1	5.6103e-002	-142.74	145.2	-1.5969	11482	-1.5529e-002	0.68311	139.21	435.23	-0.15287	
114	1	5.6538e-002	642.33	194.21	-1.6039	11364	-1.4733e-002	0.67604	1968.5	385.59	-0.15398	
115	1	5.6977e-002	210.68	238.1	-1.6109	11177	-1.3855e-002	0.66897	72.987	249.08	-0.15512	
116	1	5.7419e-002	135.83	274.06	-1.6179	11040	-1.2963e-002	0.66188	-746.7	69.204	-0.15628	
117	1	5.7862e-002	310.29	307.16	-1.6249	10907	-1.2151e-002	0.65482	-53.755	-92.979	-0.15742	
118	1	5.8304e-002	403.25	338.36	-1.6318	10704	-1.1387e-002	0.64782	-87.032	-213.69	-0.15857	
119	1	5.8744e-002	385.47	365.77	-1.6386	10487	-1.0624e-002	0.64093	-177.8	-294.92	-0.15973	
120	1	5.9181e-002	351.76	390.55	-1.6453	10227	-9.8641e-003	0.63415	-725.58	-336.84	-0.16088	
121	1	5.9616e-002	396.38	415.93	-1.6518	10010	-9.1808e-003	0.62749	-282.81	-342.1	-0.16202	
122	1	6.0048e-002	542.97	444.42	-1.6583		-8.529e-003	0.62094	-193.43	-326.98	-0.16317	
123	1	6.0048e-002				9769.7						
124	1	6.0477e-002	394.09	479.13	-1.6646	9522.8	-7.8968e-003	0.61449	-251.36	-312.62	-0.1643	
125	1	6.0904e-002	377.03	523.03	-1.6708		-7.3097e-003	0.60817	-277.58	-310.91	-0.16543	
126	1	6.0904e-002				9311.8						
127	1	6.1328e-002	646.34	572.64	-1.6769	9042.2	-6.7832e-003	0.60196	-319.16	-322.75	-0.16654	
128	1	6.175e-002	680.04	616.91	-1.6829	8728.9	-6.3365e-003	0.59588	-224.3	-341.98	-0.1676	
129	1	6.2171e-002	638.74	644.97	-1.6887	8482.4	-5.9362e-003	0.58991	-673.92	-358.71	-0.16864	
130	1	6.259e-002	692.93	651.39	-1.6945	8205.9	-5.5782e-003	0.58406	-148.46	-365.94	-0.16963	
131	1	6.3008e-002	653.6	635.45	-1.7001	7894.6	-5.2603e-003	0.57833	-237.56	-360.92	-0.17059	
132	1	6.3424e-002	699.6	601.04	-1.7056	7655.9	-4.9926e-003	0.57271	-435.33	-335.33	-0.17152	
133	1	6.3839e-002	484.71	557.91	-1.711	7389.9	-4.7644e-003	0.56721	-262.69	-271.84	-0.17243	
134	1	6.4251e-002	373.85	518.49	-1.7163	7150.5	-4.5584e-003	0.56183	-408.37	-154.19	-0.17333	
135	1	6.4663e-002	480.06	489.08	-1.7215	6955.	-4.38e-003	0.55655	-167.14	19.661	-0.17421	
136	1	6.5074e-002	651.24	466.86	-1.7266	6718.	-4.2182e-003	0.55135	92.93	227.1	-0.17509	
137	1	6.5485e-002	398.23	448.82	-1.7316	6516.8	-4.0446e-003	0.54626	766.12	422.35	-0.17595	
138	1	6.5892e-002	356.52	438.36	-1.7365		-3.7828e-003	0.54126	655.12	556.29	-0.17681	
139	1	6.5892e-002				6422.2						
140	1	6.6294e-002	322.41	438.68	-1.7413	6298.	-3.4225e-003	0.53636	654.42	597.7	-0.17766	
141	1	6.6692e-002	508.76	443.91	-1.7459	6175.2	-2.9383e-003	0.53155	733.41	537.87	-0.17852	
142	1	6.7085e-002				5970.9						
143	1	6.7085e-002	522.4	440.85	-1.7505		-2.4118e-003	0.5269	547.35	388.29	-0.17937	
144	1	6.7475e-002	411.62	417.91	-1.7549	5734.8	-1.8482e-003	0.52235	84.518	180.76	-0.18022	
145	1	6.7861e-002	621.35	372.05	-1.7592	5550.	-1.2798e-003	0.51794	-130.24	-39.718	-0.18105	
146	1	6.8244e-002	188.41	312.49	-1.7634	5338.	-7.2819e-004	0.51366	-429.96	-231.24	-0.18186	
147	1	6.8625e-002	141.28	257.81	-1.7675	5240.	-2.4645e-004	0.50945	-322.98	-367.05	-0.18263	
148	1	6.9006e-002	184.62	224.01	-1.7715		1.8108e-004	0.50529	-536.36	-436.12	-0.18334	
149	1	6.9006e-002				5154.4						
150	1	6.9386e-002	205.88	215.97	-1.7756	5077.9	5.3982e-004	0.50117	-933.02	-442.52	-0.184	
151	1	6.9768e-002	183.5	229.45	-1.7796	4970.	8.126e-004	0.49709	102.06	-411.02	-0.18462	
152	1	7.0151e-002	307.83	255.57	-1.7836	4885.3	1.1451e-003	0.49301	-360.73	-378.64	-0.18533	
153	1	7.0535e-002	336.98	284.5	-1.7875	4794.3	1.5336e-003	0.48893	-279.71	-370.64	-0.18617	
154	1	7.0921e-002				4676.7						
155	1	7.0921e-002	333.4	309.95	-1.7914		1.9679e-003	0.48491	-199.96	-390.12	-0.18704	
156	1	7.1308e-002	383.41	331.82	-1.7953	4576.5	2.4043e-003	0.48092	-220.41	-419.27	-0.18791	
157	1	7.1697e-002	196.64	354.56	-1.7991	4478.1	2.8077e-003	0.47697	-1210.7	-425.02	-0.18875	
158	1	7.2089e-002	406.65	381.07	-1.803	4375.3	3.1338e-003	0.47301	-123.08	-382.66	-0.18956	
159	1	7.2482e-002	519.4	409.25	-1.8068	4252.2	3.4367e-003	0.4691	-390.43	-295.27	-0.19035	
160	1	7.2878e-002	229.73	435.06	-1.8106	4128.8	3.7086e-003	0.46523	14.802	-181.63	-0.19112	
161	1	7.3277e-002	527.83	453.07	-1.8143	3985.6	3.9491e-003	0.46139	-537.21	-60.596	-0.19189	
162	1	7.3677e-002	561.66	454.25	-1.818	3843.6	4.1301e-003	0.4576	-352.24	36.602	-0.19263	
163	1	7.408e-002	553.38	432.44	-1.8217	3721.	4.289e-003	0.45385	1747.4	58.428	-0.19338	
164	1	7.4488e-002	234.37	392.13	-1.8253	3594.8	4.4842e-003	0.45011	-302.13	-22.372	-0.19422	
165	1	7.49e-002	378.09	344.1	-1.8289	3465.4	4.6435e-003	0.4464	-203.17	-163.74	-0.19506	
166	1	7.5316e-002	343.8	297.41	-1.8325	3334.9	4.7766e-003	0.44273	-987.42	-285.41	-0.19588	
167	1	7.5734e-002	103.02	258.37	-1.836	3209.6	4.8793e-003	0.4391	-765.63	-336.1	-0.19675	
168	1	7.6155e-002	154.	228.9	-1.8395	3100.8	4.9183e-003	0.43552	223.57	-322.63	-0.1976	
169	1	7.658e-002	328.46	202.08	-1.843		4.9652e-003	0.43198	-255.97	-283.9	-0.19849	
170	1	7.658e-002				2980.7						
171	1	7.7008e-002	224.2	166.37	-1.8463	2877.6	5.0343e-003	0.42847	-326.09	-249.89	-0.19939	
172	1	7.7438e-002	234.65	116.77	-1.8497	2796.1	5.0872e-003	0.425	-85.708	-232.95	-0.2003	
173	1	7.787e-002	159.95	61.708	-1.853		5.1276e-003	0.42157	-304.89	-238.24	-0.20122	
174	1	7.787e-002				2733.6						
175	1	7.8303e-002	136.23	25.28	-1.8563	2672.8	5.1592e-003	0.41816	-105.75	-265.89	-0.20214	
176	1	7.8737e-002	-937.42	37.454	-1.8596	2607.6	5.198e-003	0.41477	-335.78	-308.81	-0.20307	
177	1	7.9173e-002	404.67	104.01	-1.8629		5.2254e-003	0.41139	-446.17	-353.49	-0.20397	
178	1	7.9173e-002				2491.7						
179	1	7.9609e-002	447.73	192.31	-1.866	2372.	5.247e-003	0.40811	-376.99	-385.92	-0.20488	
180	1	8.0045e-002	510.22	262.58	-1.8691	2294.2	5.2648e-003	0.40487	-353.77	-396.37	-0.20577	
181	1	8.0484e-002	-16.309	299.33	-1.8722	2186.	5.2776e-003	0.40171	-421.72	-377.24	-0.20665	
182	1	8.0924e-002	605.19	305.53	-1.8752	2095.1	5.2627e-003	0.39859	-544.35	-322.96	-0.20752	
183	1	8.1367e-002	292.43	289.65	-1.8781	2034.3	5.2264e-003	0.39551	-220.95	-237.52	-0.20837	
184	1	8.1812e-002	148.91	266.9	-1.8811	1984.1	5.193e-003	0.39247	-52.685	-137.97	-0.20921	
185	1	8.2259e-002	163.	255.86	-1.8839	1941.2	5.1522e-003	0.38945	35.952	-45.464	-0.21005	
186	1	8.2707e-002	233.88	267.09	-1.8868	1891.9	5.1126e-003	0.38645	35.603	25.759	-0.21087	
187	1	8.3155e-002	227.45	298.88	-1.8896	1840.8	5.075e-003	0.38349	68.05	70.284	-0.21168	
188	1	8.3603e-002	454.41	340.9	-1.8924	1749.5	5.0655e-003	0.38059	191.98	88.329	-0.21249	
189	1	8.4051e-002	201.67	379.08	-1.8951	1677.8	5.0904e-003	0.37777	15.625	84.636	-0.21328	
190	1	8.4498e-002	579.3	397.67	-1.8977	1615.8	5.1248e-003	0.37498	134.35	68.069	-0.21407	
191	1	8.4946e-002				1525.7						
192	1	8.4946e-002	539.67	382.95	-1.9003		5.1874e-003	0.37227	23.643	49.86	-0.21484	
193	1	8.5394e-002	479.94	333.82	-1.9028	1472.	5.2646e-003	0.36961	-93.492	41.099	-0.2156	
194	1	8.5842e-002	75.777	267.99	-1.9053	1406.4	5.3544e-003	0.36702	3.6996	47.456	-0.21635	
195	1	8.6292e-002	184.82	212.04	-1.9077	1350.	5.4576e-003	0.36448	74.276	64.501	-0.21709	
196	1	8.6743e-002	81.115	186.28	-1.9101		5.577e-003	0.36198	175.53	80.885	-0.21782	
197	1	8.6743e-002				1306.2						
198	1	8.7194e-002	179.76	198.82	-1.9124		5.7211e-003	0.35954	198.38	87.638	-0.21853	
199	1	8.7194e-002				1225.8						
200	1	8.7644e-002	249.64	247.68	-1.9146	1171.2	5.8842e-003	0.35718	-13.128	84.855	-0.21923	
201	1	8.8093e-002				1125.7						
202	1	8.8093e-002	156.26	323.71	-1.9168		6.0531e-003	0.35487	1.5113	78.463	-0.21992	
203	1	8.8543e-002	591.45	411.16	-1.9189	1049.4	6.2412e-003	0.3526	255.18	72.633	-0.22062	
204	1	8.8994e-002	500.66	491.44	-1.9209	958.7	6.4693e-003	0.35043	58.949	71.289	-0.22132	
205	1	8.9443e-002	530.66	550.26	-1.9229	870.39	6.7098e-003	0.34837	-177.7	82.15	-0.22202	
206	1	8.9895e-002				779.44						
207	1	8.9895e-002	681.65	579.66	-1.9247		6.9319e-003	0.34641	259.28	109.83	-0.2227	
208	1	9.0348e-002	652.08	577.46	-1.9264	692.73	7.1384e-003	0.34455	103.27	150.22	-0.22336	
209	1	9.0801e-002	638.05	550.78	-1.928	609.65	7.3249e-003	0.34281	306.16	196.86	-0.224	
210	1	9.1253e-002	316.49	516.56	-1.9296	563.55	7.5227e-003	0.34117	142.16	247.18	-0.22463	
211	1	9.1704e-002	304.21	491.11	-1.931		7.7172e-003	0.33959	113.95	298.73	-0.22523	
212	1	9.1704e-002				528.26						
213	1	9.2153e-002	631.84	477.07	-1.9324	490.7	7.9061e-003	0.33807	542.73	341.3	-0.22581	
214	1	9.2601e-002	690.34	467.17	-1.9337	430.67	8.1153e-003	0.33664	664.55	361.59	-0.22639	
215	1	9.3049e-002				386.31						
216	1	9.3049e-002	329.97	461.55	-1.935		8.3604e-003	0.33529	175.6	360.16	-0.22696	
217	1	9.3499e-002	350.65	471.59	-1.9361	358.9	8.6063e-003	0.33401	247.76	353.54	-0.22753	
218	1	9.395e-002	335.02	504.7	-1.9373	332.36	8.847e-003	0.33277	218.98	355.67	-0.22808	
219	1	9.4403e-002	697.98	552.68	-1.9383	286.47	9.084e-003	0.33159	511.3	365.84	-0.22862	
220	1	9.4857e-002	682.24	597.72	-1.9393	240.01	9.3261e-003	0.33052	375.9	374.89	-0.22916	
221	1	9.5311e-002	662.16	626.41	-1.9402	199.16	9.5697e-003	0.32955	442.91	376.58	-0.22967	
222	1	9.5765e-002	645.57	636.07	-1.9409	164.38	9.8177e-003	0.32868	429.23	372.37	-0.23017	
223	1	9.6219e-002				134.49						
224	1	9.6219e-002	637.6	631.4	-1.9416		1.0069e-002	0.32791	418.57	371.93	-0.23065	
225	1	9.6672e-002	546.99	619.49	-1.9422	112.99	1.032e-002	0.32722	-50.485	388.47	-0.23112	
226	1	9.7126e-002	625.22	605.82	-1.9427	90.216	1.0545e-002	0.32661	490.31	424.08	-0.23157	
227	1	9.7581e-002	596.7	592.68	-1.9432	71.544	1.0773e-002	0.32608	741.35	462.38	-0.23201	
228	1	9.8038e-002	568.53	580.74	-1.9435	56.178	1.103e-002	0.32563	389.49	484.13	-0.23244	
229	1	9.8497e-002	563.34	570.39	-1.9438	43.468	1.1266e-002	0.32526	588.95	482.32	-0.23285	
230	1	9.8957e-002				33.168						
231	1	9.8957e-002	550.02	561.28	-1.944		1.1503e-002	0.32496	455.64	460.28	-0.23326	
232	1	9.9418e-002	570.31	551.88	-1.9442		1.1748e-002	0.32472	303.9	425.36	-0.23365	
233	1	9.9418e-002				26.572						
234	1	9.9878e-002	524.79	540.2	-1.9443	21.536	1.2008e-002	0.32455	521.02	384.44	-0.234	
235	1	0.10034	539.67	524.36	-1.9443	18.571	1.2281e-002	0.32445	316.93	343.2	-0.23433	
236	1	0.1008	496.73	502.72	-1.9443	17.312	1.2561e-002	0.32441	162.93	308.1	-0.23461	
237	1	0.10126	527.64	474.44	-1.9442	17.515	1.2853e-002	0.32443	393.92	283.59	-0.23486	
238	1	0.10172	489.26	441.36	-1.944	19.677	1.3187e-002	0.32452	477.38	272.19	-0.23511	
239	1	0.10218	279.65	409.05	-1.9438	22.715	1.3558e-002	0.32467	-254.19	279.8	-0.23535	
240	1	0.10263	456.72	383.57	-1.9435	27.961	1.3931e-002	0.32489	451.44	307.73	-0.23557	
241	1	0.10309	296.97	367.92	-1.9432	33.464	1.4328e-002	0.32516	491.86	341.79	-0.23577	
242	1	0.10355	371.35	362.	-1.9428	40.605	1.4736e-002	0.32548	388.99	363.4	-0.23597	
243	1	0.104	373.02	363.59	-1.9423	48.814	1.5147e-002	0.32587	408.42	364.82	-0.23616	
244	1	0.10445	348.43	369.1	-1.9418	58.055	1.5569e-002	0.3263	388.3	349.41	-0.23636	
245	1	0.1049	353.03	374.12	-1.9413	68.092	1.6001e-002	0.32678	308.99	327.03	-0.23655	
246	1	0.10535	443.64	373.33	-1.9407	77.349	1.6431e-002	0.32731	212.45	310.15	-0.23673	
